Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL189944,,None,575.55,2,8.27,3,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)C(=O)C(C)C)c1,EC50,'=',1950,nM,5.71,,,UO_0000065,9.92,0.19,-2.56,12.25,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL190553,,None,481.64,1,7.16,9,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3c(C)cc(C)cc3C)cc2)C(=O)C(C)C)c1,EC50,'=',149,nM,6.83,,,UO_0000065,14.17,0.26,-0.33,14.65,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL194004,,None,472.56,1,6.31,14,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccc(F)cc3)cc2)C(=O)NC(C)C)c1,EC50,'=',348,nM,6.46,,,UO_0000065,13.67,0.25,0.15,11.01,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL3393179,,None,442.39,0,4.84,61,O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(F)(F)F)cc2)c1,EC50,'=',2600,nM,5.58,,,UO_0000065,12.62,0.24,0.75,5.85,0,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL3393181,,None,450.49,1,5.49,63,O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(-c3ccccc3)cc2)c1,EC50,'=',700,nM,6.16,,,UO_0000065,13.66,0.25,0.66,6.44,0,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL3393187,,None,424.46,0,4.97,69,O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,EC50,'=',2500,nM,5.6,,,UO_0000065,13.2,0.24,0.63,5.87,0,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL495365,,None,556.42,2,8.27,1u,CC(C)c1onc(COc2c(F)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',290,nM,6.54,,,UO_0000065,,,,,0,CHEMBL974375,Agonist activity at human FXR transfected in african green monkey CV1 cells by luciferase reporter gene transient transfection assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CV-1,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1136905,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3308033,,,
CHEMBL190304,,None,503.68,2,7.2,48,CCOC/C=C/c1cccc(N(Cc2ccc(/C=C/C(=O)OC(C)(C)C)cc2)C(=O)C2CCCCC2)c1,EC50,'=',220,nM,6.66,,,UO_0000065,13.22,0.25,-0.54,11.92,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL443050,,None,461.56,1,5.17,64,COC(=O)/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(/C=C/C(=O)OC)c2)cc1,EC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL3335647,,None,402.49,1,5.5,46,COc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1,EC50,'=',380,nM,6.42,,,UO_0000065,15.95,0.29,0.92,9.52,1,CHEMBL3396001,Transactivation of human FXR expressed in human HeLa cells incubated for 24 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3393039,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL2037319,,None,513.62,2,6.23,s(+/-)29,COC(=O)c1ccc(Oc2ccc([C@H]3S[C@@H](C)C(=O)Nc4c3c(C)nn4-c3ccccc3C)cc2)cc1,EC50,,,,,,Not Determined,,,,,,0,CHEMBL2038598,Agonist activity at human GST-tagged FXR ligand binding domain assessed as recruitment of Src-1 peptide after 30 mins by AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL2034830,1,Scientific Literature,Bioorg Med Chem,2012,None,,,
CHEMBL2037192,,None,497.62,1,6.11,s(+/-)14,COC(=O)c1ccc(-c2ccc([C@H]3S[C@@H](C)C(=O)Nc4c3c(C)nn4-c3ccccc3C)cc2)cc1,EC50,,,,,,Not Active,,,,,,0,CHEMBL2038598,Agonist activity at human GST-tagged FXR ligand binding domain assessed as recruitment of Src-1 peptide after 30 mins by AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL2034830,1,Scientific Literature,Bioorg Med Chem,2012,None,,,
CHEMBL318457,,None,542.85,2,8.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4642737,,None,576.48,2,8.48,29,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CC2)cc1,EC50,'=',19.4,nM,7.71,,,UO_0000065,13.38,0.26,-0.77,8.53,0,CHEMBL4624950,Agonist activity at human FXR expressed in human HuH7 cells by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Huh-7,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,CHEMBL3307515,,,
CHEMBL190213,,None,609.76,2,7.92,73,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/C(=O)OC(C)(C)C)cc2OCc2ccccc2)C(=O)C2CCCCC2)c1,EC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL4289098,,None,376.46,0,3.19,5,CN(Cc1ccc(N2CCCCC2)cc1)C(=O)c1n[nH]c(=O)c2ccccc12,EC50,'=',14400,nM,4.84,,,UO_0000065,12.86,0.24,1.65,6.99,0,CHEMBL4259980,Transactivation of full-length FXR (unknown origin) expressed in HEK293 cells after 18 hrs by dual-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4257546,1,Scientific Literature,Medchemcomm,2018,None,,,
CHEMBL402063,E-GUGGULSTERONE,None,312.45,0,4.64,1; GS,C/C=C1/C(=O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,EC50,'=',420,nM,6.38,,,UO_0000065,20.41,0.38,1.74,18.68,0,CHEMBL4374527,Noncompetitive antagonist activity at GST-tagged human FXR-LBD domain assessed as EC50 for OCA-induced biotinylated SRC-1 recruitment at 100 uM after 30 mins in presence of FXR agonist,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4646924,,None,457.53,1,6.25,10,CC(C)c1onc(-c2ccccc2)c1COc1ccc(COc2ccc(CC(=O)O)cc2)cc1,EC50,'=',11000,nM,4.96,,,UO_0000065,10.84,0.2,-1.29,6.06,0,CHEMBL4630517,Activation of human FXR LBD expressed in HEK293T cells assessed as induction of receptor activation incubated for 12 to 14 hrs by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK-293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4627415,1,Scientific Literature,J Med Chem,2020,CHEMBL3706569,,,
CHEMBL3138037,,None,408.58,0,3.45,17,C[C@@H](C1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)[C@H](O)CC(=O)O,EC50,'=',33180,nM,4.48,,,UO_0000065,10.96,0.21,1.03,4.57,0,CHEMBL829871,Binding affinity for human Farnesoid X receptor in FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1137212,1,Scientific Literature,J Med Chem,2004,None,,,
CHEMBL566315,OBETICHOLIC ACID,4,420.63,1,5.11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3335624,,None,439.27,0,4.65,16,O=C(O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(Br)cc2)c1,EC50,'=',3700,nM,5.43,,,UO_0000065,12.37,0.26,0.78,5.69,0,CHEMBL3389080,Agonist activity at human FXR expressed in human HeLa cells assessed as receptor activation by BSEP promoter-driven firefly luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3351394,1,Scientific Literature,J Med Chem,2014,CHEMBL3308376,,,
CHEMBL4641850,,None,562.45,2,8.4,21,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CC2)cc1,EC50,'=',116.8,nM,6.93,,,UO_0000065,12.33,0.24,-1.47,7.67,0,CHEMBL4624949,Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,None,,,
CHEMBL4647235,,None,618.56,2,9.96,25,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CCCCCC2)cc1,EC50,'=',113.4,nM,6.95,,,UO_0000065,11.23,0.22,-3.01,7.68,0,CHEMBL4624949,Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,None,,,
CHEMBL4637878,,None,626.97,2,10.08,35,CCC(CC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2Cl)nc2ccc(C(=O)O)cc21,EC50,'=',21.6,nM,7.67,,,UO_0000065,12.23,0.25,-2.41,8.48,0,CHEMBL4624949,Agonist activity at GST-fused FXR-LBD (unknown origin) incubated with Fluorecein-SRC2-2 coactivator peptide as substrate by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,None,,,
CHEMBL4648303,,None,578.5,2,8.72,27,CC(C)Cn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21,EC50,'=',5.26,nM,8.28,,,UO_0000065,14.31,0.28,-0.44,9.16,0,CHEMBL4624950,Agonist activity at human FXR expressed in human HuH7 cells by luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Huh-7,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4622925,1,Scientific Literature,Bioorg Med Chem,2020,CHEMBL3307515,,,
CHEMBL4590255,,None,483.37,0,3.52,18,CC(=O)NCCN(Cc1ccccc1)C(=O)c1c2c(nn1C)-c1cc(Br)ccc1OC2,EC50,'=',6000,nM,5.22,,,UO_0000065,10.8,0.23,1.7,6.83,0,CHEMBL4404099,Agonist activity at GST-tagged human FXR-LBD (193 to 472 residues) using biotinylated SRC-1 peptide as substrate incubated for 1 hrs by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4402557,1,Scientific Literature,J Med Chem,2020,None,,,
CHEMBL4846941,,None,570.47,2,8.05,8,O=C(O)c1cc(F)c2nc(N3CCC4(C=C(c5c(-c6c(Cl)cccc6Cl)noc5C5CC5)C4)CC3)sc2c1,EC50,'=',7.1,nM,8.15,,,UO_0000065,14.28,0.29,0.1,10.26,0,CHEMBL4825507,Agonist activity at Gal4-fused human FXR expressed in HEK293 cells incubated for overnight by Steady-Glo luciferase reporter gene based luminescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,,AGONIST,
CHEMBL4743486,,None,571.57,2,6.95,22,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5C(F)(F)F)noc4C4CC4)CC3)cc21,EC50,'=',35,nM,7.46,,,UO_0000065,13.04,0.25,0.51,9.24,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4753607,,None,587.57,2,6.83,24,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5cccc(OC(F)(F)F)c5)noc4C4CC4)CC3)cc21,EC50,'=',770,nM,6.11,,,UO_0000065,10.4,0.2,-0.72,6.8,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL3822803,,None,554.86,2,8.73,7,O=C(O)c1ccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1,EC50,'=',76,nM,7.12,,,UO_0000065,12.83,0.26,-1.61,9.81,0,CHEMBL3825918,Agonist activity at C-terminal Gal4-tagged human FXR (187 to 472 residues) expressed in HEK-293 cells co-expressing pFRluc by mammalian one hybrid assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307715,,,
CHEMBL419721,,None,543.93,2,7.9,3,CCc1onc(-c2ccccc2OC(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',48,nM,7.32,,,UO_0000065,13.46,0.26,-0.58,8.95,0,CHEMBL681097,Ligand dependent recruitment of SRC1(676-700) peptide to human Farnesoid X-activated receptor by fluorescence resonance energy transfer assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1133440,1,Scientific Literature,J Med Chem,2000,None,,,
CHEMBL5177412,,None,523.37,2,7.09,2,O=C(O)c1ccc2c(c1)Oc1ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc1CC2,EC50,'=',3.57,nM,8.45,,,UO_0000065,16.14,0.32,1.36,8.92,0,CHEMBL5157310,Agonist activity at FXR-LBD (unknown origin) assessed as induction of coactivator SRC-1 peptide recruitment measured by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5154690,1,Scientific Literature,Eur J Med Chem,2022,None,,AGONIST,
CHEMBL318457,,None,542.85,2,8.87,GW4064,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',26.73,nM,7.57,,,UO_0000065,13.95,0.29,-1.3,10.44,0,CHEMBL5157310,Agonist activity at FXR-LBD (unknown origin) assessed as induction of coactivator SRC-1 peptide recruitment measured by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5154690,1,Scientific Literature,Eur J Med Chem,2022,None,,AGONIST,
CHEMBL5276797,,None,427.5,1,5.33,15,CC(C)(C)c1ccc(Cn2cnc3ccc(C(=O)Nc4ccc(C(=O)O)cc4)cc32)cc1,EC50,,,,,,Not Active,,,,,,0,CHEMBL5258827,Partial agonist activity at FXR-LBD-GST (unknown origin) by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5257079,1,Scientific Literature,Bioorg Med Chem,2023,None,,,
CHEMBL395918,,None,649.96,2,9.55,6c,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C(=O)N(Cc2ccccc2)c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',2500,nM,5.6,,,UO_0000065,,,,,1,CHEMBL2034293,Agonist activity at human recombinant FXR expressed in HEK293 cells coexpressing CMX-GAL4N by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL2029276,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307715,,,
CHEMBL2017541,,None,615.94,2,9.15,2c,CCCCN(C(=O)c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)cc1Cl)c1cccc(C(=O)O)c1,EC50,'=',1100,nM,5.96,,,UO_0000065,,,,,0,CHEMBL2034293,Agonist activity at human recombinant FXR expressed in HEK293 cells coexpressing CMX-GAL4N by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL2029276,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3307715,,,
CHEMBL4778910,,None,594.47,2,7.5,12,O=C(O)c1cc(F)c2nc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)sc2c1,EC50,'=',740,nM,6.13,,,UO_0000065,10.31,0.21,-1.37,6.91,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4776080,,None,586.49,2,7.72,17,CCn1c(C(=O)O)cc2ccc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,EC50,'=',4.3,nM,8.37,,,UO_0000065,14.27,0.29,0.65,10.36,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL233696,,None,556.87,2,9.05,10d,CC(C)(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',1300,nM,5.89,,,UO_0000065,,,,,0,CHEMBL892388,Agonistic activity at FXR in HEK293 cells by GAL4 transactivation activity,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1147183,1,Scientific Literature,Bioorg Med Chem,2007,CHEMBL3307715,,,
CHEMBL4858615,,None,547.44,2,7.24,18,O=C(O)c1ccc2cc(N3CCC4(C=C(c5c(-c6c(Cl)cncc6Cl)noc5C5CC5)C4)CC3)ccc2n1,EC50,'=',921,nM,6.04,,,UO_0000065,11.03,0.22,-1.2,6.54,0,CHEMBL4825508,Agonist activity at His-tagged human FXR LBD assessed as induction of coactivator SRC-1 peptide recruitment measured after 30 mins by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.5 hr,AGONIST,
CHEMBL5169696,,None,491.63,1,5.77,7,COC(=O)/C=C/c1cccc(N(CC23CCC(c4nc(C)no4)(CC2)CC3)C(=O)C2CCCCC2)c1,EC50,'=',57,nM,7.24,,,UO_0000065,14.73,0.27,1.47,8.47,0,CHEMBL5148482,Agonist activity at Gal4-fused human FXR in HEK293 cells incubated for 15 min by luciferase reporter assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5143714,1,Scientific Literature,J Med Chem,2022,None,TIME = 0.25 hr,AGONIST,
CHEMBL5169368,,None,539.35,2,7.77,12,O=C(O)c1ccc2c(c1)Oc1ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc1C=C2F,EC50,'=',17.33,nM,7.76,,,UO_0000065,14.39,0.29,-0.01,8.2,0,CHEMBL5157310,Agonist activity at FXR-LBD (unknown origin) assessed as induction of coactivator SRC-1 peptide recruitment measured by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5154690,1,Scientific Literature,Eur J Med Chem,2022,None,,AGONIST,
CHEMBL4868096,,None,564.44,2,7.99,17,O=C(O)c1ccc2cc(N3CCC4(C=C(c5c(-c6c(Cl)cc(F)cc6Cl)noc5C5CC5)C4)CC3)ccc2n1,EC50,'=',2618,nM,5.58,,,UO_0000065,9.89,0.2,-2.41,7.02,0,CHEMBL4825508,Agonist activity at His-tagged human FXR LBD assessed as induction of coactivator SRC-1 peptide recruitment measured after 30 mins by plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4823324,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 0.5 hr,AGONIST,
CHEMBL566315,OBETICHOLIC ACID,4,420.63,1,5.11,6b (6-ECDCA),CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',99,nM,7,,,UO_0000065,16.65,0.32,1.89,9.01,0,CHEMBL682033,Effective concentration against Farnesoid X receptor (FXR),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1135586,1,Scientific Literature,J Med Chem,2002,None,,,
CHEMBL549310,,None,585.47,2,7.24,3d,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc2c(ccn2S(=O)(=O)c2cccc(C(=O)O)c2)c1,EC50,'=',160,nM,6.8,,,UO_0000065,11.61,0.24,-0.44,6.09,0,CHEMBL1059109,Induction of SRC1 coactivator peptide binding to ligand binding domain of human FXR by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1154026,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
